datum,Tmean_gradC,Tmin_gradC,Tmax_gradC,relLuftfeuchte_mean_prozent,niederschlag_mm_sum,wasser_input_mm
2022-07-20T00:00:00Z,26.2,16.2,36.3,55.29,6.2,6.2
2022-07-21T00:00:00Z,23.1,18,29,66.17,0.1,0.1
2022-07-22T00:00:00Z,22.9,15,30.3,61.83,0.6,0.6
2022-07-23T00:00:00Z,23.4,18.4,28.7,62.67,0,0
2022-07-24T00:00:00Z,24.6,18.1,31.8,52.75,0,0
2022-07-25T00:00:00Z,26.1,15.9,34.8,51.54,0,0
2022-07-26T00:00:00Z,22.4,14.8,27.8,52.21,0,0
2022-07-27T00:00:00Z,20.8,17,25.7,52.04,0,0
2022-07-28T00:00:00Z,21.9,14.6,28.4,45.92,0,0
2022-07-29T00:00:00Z,23.3,16.3,29.8,51.04,0,0
2022-07-30T00:00:00Z,22.5,13.1,29.6,50,0,0
2022-07-31T00:00:00Z,24.3,14.7,32.6,47.83,0,0
2022-08-01T00:00:00Z,23.4,16.9,28.7,59.13,0,0
2022-08-02T00:00:00Z,23.3,16.7,30.5,55.63,0,0
2022-08-03T00:00:00Z,25.2,14.4,34.8,53.13,0,0
2022-08-04T00:00:00Z,28.4,17.1,37.3,46.96,0.1,0.1
2022-08-05T00:00:00Z,23.4,17.4,27.3,63.75,1.3,1.3
2022-08-06T00:00:00Z,19.8,14.7,25.2,47.29,0,0
2022-08-07T00:00:00Z,21.2,13.6,28,40.63,0,0
2022-08-08T00:00:00Z,23.1,15.9,29.9,37.58,0,0
2022-08-09T00:00:00Z,24.3,17.3,31.7,39.04,0,0
2022-08-10T00:00:00Z,23.7,16.6,31,39.83,0,0
2022-08-11T00:00:00Z,23.2,14.4,31.6,42.96,0,0
2022-08-12T00:00:00Z,22.9,13.7,31,44,0,0
2022-08-13T00:00:00Z,22.7,12.6,31.5,47.63,0,0
2022-08-14T00:00:00Z,24.2,14.8,33.1,49.38,0,0
2022-08-15T00:00:00Z,22.5,16.3,27.5,63.79,0,0
2022-08-16T00:00:00Z,21.8,14.2,30,68.08,0,0
2022-08-17T00:00:00Z,21.3,15.6,28.7,69.13,0.4,0.4
2022-08-18T00:00:00Z,21.7,18.4,26.2,70.67,0.4,0.4
2022-08-19T00:00:00Z,24.4,19.8,29.9,52.67,0,0
2022-08-20T00:00:00Z,23.1,13.8,29.3,54.88,0.1,0.1
2022-08-21T00:00:00Z,20,11,28.6,57.92,0,0
2022-08-22T00:00:00Z,22.2,14.2,30.1,51.88,0,0
2022-08-23T00:00:00Z,22.2,13,31.6,54.67,0,0
2022-08-24T00:00:00Z,23.2,13.7,32.8,51.79,0,0
2022-08-25T00:00:00Z,23.7,15.4,31.7,56.92,0,0
2022-08-26T00:00:00Z,23.4,16.3,31.4,61.54,0,0
2022-08-27T00:00:00Z,22.1,19.9,26.1,67.67,0,0
2022-08-28T00:00:00Z,21.5,17.3,26.8,58.04,0,0
2022-08-29T00:00:00Z,20.8,14.8,28.1,49.58,0,0
2022-08-30T00:00:00Z,22.3,14.4,30.7,47,0,0
2022-08-31T00:00:00Z,18.9,14.1,24,70.92,4.5,4.5
2022-09-01T00:00:00Z,19,13.6,25.9,64.88,0,0
2022-09-02T00:00:00Z,18.9,9.9,26.6,57.13,0.4,0.4
2022-09-03T00:00:00Z,16.9,13.2,23.6,79.04,3.4,3.4
2022-09-04T00:00:00Z,18.8,12.2,27.1,80.33,0,0
2022-09-05T00:00:00Z,20.4,11.2,30,67.88,1.9,1.9
2022-09-06T00:00:00Z,21.9,16,30.5,67.29,6.4,6.4
2022-09-07T00:00:00Z,21,16.5,27.7,74.33,5.9,5.9
2022-09-08T00:00:00Z,18.4,14.6,22,78.54,0.4,0.4
2022-09-09T00:00:00Z,16.7,13.7,21.5,82.38,13.8,13.8
2022-09-10T00:00:00Z,16.3,14.2,19.7,85.21,2,2
2022-09-11T00:00:00Z,17.7,11.7,23,77.79,0,0
2022-09-12T00:00:00Z,16.9,9.5,25.4,77.38,0,0
2022-09-13T00:00:00Z,17.3,10.7,22.9,82.75,21.8,21.8
2022-09-14T00:00:00Z,19,17,23.4,91.75,21.9,21.9
2022-09-15T00:00:00Z,17,13.7,20.5,79.13,3,3
2022-09-16T00:00:00Z,13.9,9.4,18.5,74.42,0.3,0.3
2022-09-17T00:00:00Z,11.7,7.3,16.7,74.21,1.2,1.2
2022-09-18T00:00:00Z,12.1,7.8,14.9,74.83,2.6,2.6
2022-09-19T00:00:00Z,11.8,7.7,16.7,78.17,1.5,1.5
2022-09-20T00:00:00Z,11.1,5.6,15,79.96,1,1
2022-09-21T00:00:00Z,10.3,3.2,18.4,76.79,0,0
2022-09-22T00:00:00Z,10.8,4.4,19.2,75.92,0,0
2022-09-23T00:00:00Z,11.1,3.8,19.7,80.13,0,0
2022-09-24T00:00:00Z,12.8,5.8,19.2,85.21,9.4,9.4
2022-09-25T00:00:00Z,12.9,9.5,15.2,88.83,0.1,0.1
2022-09-26T00:00:00Z,11.6,6.2,16.1,81.83,3.9,3.9
2022-09-27T00:00:00Z,10.5,8.7,13.2,83.08,3.5,3.5
2022-09-28T00:00:00Z,10.6,6,14.7,80.17,0,0
2022-09-29T00:00:00Z,9.8,5.5,14.6,86.83,0,0
2022-09-30T00:00:00Z,10.3,5.2,16.9,82.29,1.6,1.6
2022-10-01T00:00:00Z,11.9,7.8,14.9,89.21,5.4,5.4
2022-10-02T00:00:00Z,12.8,8.2,14.3,94.38,19,19
2022-10-03T00:00:00Z,10.7,4.4,16.9,84.75,0,0
2022-10-04T00:00:00Z,9.7,3.2,19,88.75,0,0
2022-10-05T00:00:00Z,13.9,6.7,23,85.21,0,0
2022-10-06T00:00:00Z,13.7,4.7,19.2,74.42,0,0
2022-10-07T00:00:00Z,11,3.9,18.6,85.08,0,0
2022-10-08T00:00:00Z,12.1,5,17.4,81.71,0,0
2022-10-09T00:00:00Z,9.9,3.3,18.5,79.42,0,0
2022-10-10T00:00:00Z,12.2,3.5,21.8,86.75,11.9,11.9
2022-10-11T00:00:00Z,11.8,6.7,15.7,78.75,0,0
2022-10-12T00:00:00Z,10.6,6.3,17.3,83.79,0,0
2022-10-13T00:00:00Z,11.7,7.4,15.2,95.33,2.7,2.7
2022-10-14T00:00:00Z,14.4,12.4,16.9,93,9.5,9.5
2022-10-15T00:00:00Z,16.2,14.3,18.6,92.88,5.4,5.4
2022-10-16T00:00:00Z,16.3,12,21.8,93.46,3.1,3.1
2022-10-17T00:00:00Z,16.7,11.3,24.5,88.08,0,0
2022-10-18T00:00:00Z,16.2,11.9,20.2,92.42,0.8,0.8
2022-10-19T00:00:00Z,13.7,9.3,17.5,91.21,0,0
2022-10-20T00:00:00Z,12.1,8.4,14.9,92.71,6.5,6.5
2022-10-21T00:00:00Z,15.2,13.1,19.1,94.83,11.5,11.5
2022-10-22T00:00:00Z,14.3,8.6,19.9,89.17,0,0
2022-10-23T00:00:00Z,13.5,7.2,20.2,91.33,1.5,1.5
2022-10-24T00:00:00Z,15.2,9.5,21.1,85.67,0,0
2022-10-25T00:00:00Z,12.7,8.8,18.5,88.79,0.2,0.2
2022-10-26T00:00:00Z,14.1,8.6,21.5,90.83,0,0
2022-10-27T00:00:00Z,12.6,6,20.7,93.38,0.1,0.1
2022-10-28T00:00:00Z,15.7,11.3,22.6,88.17,0,0
2022-10-29T00:00:00Z,15.2,11.1,21.9,90.13,0,0
2022-10-30T00:00:00Z,13.6,8,21.6,90.04,0,0
2022-10-31T00:00:00Z,12,7.5,17.6,92.08,2.8,2.8
2022-11-01T00:00:00Z,12.8,6.3,17.2,85.08,0.3,0.3
2022-11-02T00:00:00Z,10,4.6,15.6,82.67,0,0
2022-11-03T00:00:00Z,8.7,3.3,12.9,92.13,4.1,4.1
2022-11-04T00:00:00Z,10.3,7.9,12.4,88.63,1.9,1.9
2022-11-05T00:00:00Z,8.8,5.5,12.8,85.58,0,0
2022-11-06T00:00:00Z,6.9,1.6,10.8,87.17,0,0
2022-11-07T00:00:00Z,11.6,7,15.5,83.67,0,0
2022-11-08T00:00:00Z,10.4,4,15.4,84.42,6.5,6.5
2022-11-09T00:00:00Z,13,10.1,16.1,89.38,0.2,0.2
2022-11-10T00:00:00Z,9.2,2.3,15,87.88,0,0
2022-11-11T00:00:00Z,5.5,1,7.7,99,0.3,0.3
2022-11-12T00:00:00Z,6.2,5.3,7,98.96,0,0
2022-11-13T00:00:00Z,6.4,3.1,12.8,90.67,0,0
2022-11-14T00:00:00Z,7.4,4.1,10.8,90.42,0,0
2022-11-15T00:00:00Z,10.5,8.5,13.4,89.63,5.8,5.8
2022-11-16T00:00:00Z,10.8,8.3,14.2,89.54,0.6,0.6
2022-11-17T00:00:00Z,10.2,8.4,12.4,89.96,10.3,10.3
2022-11-18T00:00:00Z,9,7.7,11.8,90.75,5.2,5.2
2022-11-19T00:00:00Z,4.2,2.2,8.1,94.04,6.6,6.6
2022-11-20T00:00:00Z,4.8,2.2,8,91.29,1.5,1.5
2022-11-21T00:00:00Z,7.1,4.9,10.6,82.08,1,1
2022-11-22T00:00:00Z,6.9,3.6,8.9,87.71,0.2,0.2
2022-11-23T00:00:00Z,7.3,5.3,10.8,85.83,2.9,2.9
2022-11-24T00:00:00Z,7.3,0.7,11.4,87.46,0,0
2022-11-25T00:00:00Z,6.3,1.2,10.6,90.42,0.2,0.2
2022-11-26T00:00:00Z,4.7,-0.8,8.8,93,0,0
2022-11-27T00:00:00Z,3.4,-0.8,6.1,94.21,0,0
2022-11-28T00:00:00Z,5.3,2.5,7.3,91.92,5.4,5.4
2022-11-29T00:00:00Z,7.1,6,8.6,96.75,2.2,2.2
2022-11-30T00:00:00Z,7.2,6,8.9,91.5,0.1,0.1
2022-12-01T00:00:00Z,4.5,2.6,6.2,83.17,0,0
2022-12-02T00:00:00Z,2.9,1.7,3.6,89.33,1,1
2022-12-03T00:00:00Z,2.7,1.3,4.1,87.13,0,0
2022-12-04T00:00:00Z,2.5,2.2,2.8,87.46,0.8,0.8
2022-12-05T00:00:00Z,3.7,2.5,5.6,92.42,0.3,0.3
2022-12-06T00:00:00Z,4.3,2.3,5.5,86.83,0.1,0.1
2022-12-07T00:00:00Z,4.1,2,6.6,83.88,0,0
2022-12-08T00:00:00Z,3.3,0.9,5.3,86.21,0,0
2022-12-09T00:00:00Z,0.8,-3.1,3.2,87.83,0,0
2022-12-10T00:00:00Z,-0.2,-5.5,2,83.46,0,0
2022-12-11T00:00:00Z,-1.5,-4.2,0.2,90.33,0,0
2022-12-12T00:00:00Z,-2,-7.5,1.4,86.54,0,0
2022-12-13T00:00:00Z,-4.3,-7.4,-1.7,84.42,0,0
2022-12-14T00:00:00Z,-2.8,-5.9,-1.7,87.75,1.2,1.2
2022-12-15T00:00:00Z,-4.7,-7.7,-3.3,91.46,0,0
2022-12-16T00:00:00Z,-5.1,-10.2,-0.9,83.33,0,0
2022-12-17T00:00:00Z,-8.2,-12.6,-5.5,90.42,0,0
2022-12-18T00:00:00Z,-6.7,-9.9,-3.4,90.79,0.1,0.1
2022-12-19T00:00:00Z,-0.4,-3.4,1.6,89,0,0
2022-12-20T00:00:00Z,3.6,0.4,7.6,91.46,2.5,2.5
2022-12-21T00:00:00Z,9.6,7,12.3,93.21,1.9,1.9
2022-12-22T00:00:00Z,10.4,8.5,12.2,88.63,4,4
2022-12-23T00:00:00Z,10.8,6.6,14.2,93.83,2.6,2.6
2022-12-24T00:00:00Z,10.2,7.6,13,85.83,0.8,0.8
2022-12-25T00:00:00Z,9.8,6.9,13.6,89.38,0,0
2022-12-26T00:00:00Z,10.8,3.2,13.7,77.42,1.1,1.1
2022-12-27T00:00:00Z,2.9,-1.3,7.1,87.75,0,0
2022-12-28T00:00:00Z,6.6,-0.8,10.2,81.17,0,0
2022-12-29T00:00:00Z,11.1,6.1,13.5,74.08,0.7,0.7
2022-12-30T00:00:00Z,7.8,3.5,13.5,89.67,0.9,0.9
2022-12-31T00:00:00Z,15.2,10.2,18.7,72.17,0,0
2023-01-01T00:00:00Z,11.1,7.9,15.6,80,0,0
2023-01-02T00:00:00Z,10.7,7.8,15.5,78.58,0,0
2023-01-03T00:00:00Z,6.1,0.8,10.7,87.96,0,0
2023-01-04T00:00:00Z,8.1,3.6,11.9,86.58,2.3,2.3
2023-01-05T00:00:00Z,11,9.1,12.7,80.08,1,1
2023-01-06T00:00:00Z,10.2,9.2,11.7,86.21,0.5,0.5
2023-01-07T00:00:00Z,9.1,6.5,11.7,80.58,1.6,1.6
2023-01-08T00:00:00Z,8.6,6.9,10.6,89.33,2.3,2.3
2023-01-09T00:00:00Z,7.6,5.1,8.9,82.67,0.6,0.6
2023-01-10T00:00:00Z,6.1,4.3,7.9,77.67,0.2,0.2
2023-01-11T00:00:00Z,8.6,6.6,11.2,84.79,1.5,1.5
2023-01-12T00:00:00Z,9.9,8.5,10.9,76.13,0,0
2023-01-13T00:00:00Z,9.4,7.2,11.1,74.63,0.6,0.6
2023-01-14T00:00:00Z,8,4.6,10.2,83.5,3.8,3.8
2023-01-15T00:00:00Z,6.6,4.2,10.3,82.33,5,5
2023-01-16T00:00:00Z,4.8,3.1,7.7,79.04,2.3,2.3
2023-01-17T00:00:00Z,2.5,0.5,4.8,76.5,0,0
2023-01-18T00:00:00Z,0.5,-4.3,3.7,75.42,0,0
2023-01-19T00:00:00Z,0,-3.5,3.4,87.33,0,0
2023-01-20T00:00:00Z,-0.6,-6.4,3.8,88.63,11.5,11.5
2023-01-21T00:00:00Z,-0.7,-3.7,0.5,87.25,0.2,0.2
2023-01-22T00:00:00Z,1.4,-0.5,2.4,85.25,0.1,0.1
2023-01-23T00:00:00Z,1.9,1,3.3,82,0,0
2023-01-24T00:00:00Z,2.5,2,3.2,81.13,0,0
2023-01-25T00:00:00Z,1.2,0,2,88.08,0,0
2023-01-26T00:00:00Z,-0.4,-0.9,0.1,86.63,0.3,0.3
2023-01-27T00:00:00Z,1.9,-0.8,4.1,85.79,0.1,0.1
2023-01-28T00:00:00Z,1.9,-0.3,3.2,76.25,0,0
2023-01-29T00:00:00Z,-0.1,-1.9,1.9,73.63,0,0
2023-01-30T00:00:00Z,3,0.3,5.4,81.21,0,0
2023-01-31T00:00:00Z,4.1,0.7,6.3,82.21,1.6,1.6
2023-02-01T00:00:00Z,6.4,4.5,7.7,76.83,0,0
2023-02-02T00:00:00Z,7.9,6.8,9.9,76.13,0,0
2023-02-03T00:00:00Z,8.5,7.3,9.5,80.63,0,0
2023-02-04T00:00:00Z,6.6,-0.9,9.5,76.38,0,0
2023-02-05T00:00:00Z,3.3,-2.2,5.3,94.13,5.6,5.6
2023-02-06T00:00:00Z,3.2,-0.6,6,78.42,0,0
2023-02-07T00:00:00Z,0.2,-5.2,4.3,68.92,0,0
2023-02-08T00:00:00Z,-1.4,-6.6,5.1,70.42,0,0
2023-02-09T00:00:00Z,-3,-9.2,4,78.46,0,0
2023-02-10T00:00:00Z,-0.7,-7.5,6.3,81.17,0,0
2023-02-11T00:00:00Z,3.3,-1.5,7.6,83.75,0,0
2023-02-12T00:00:00Z,5.4,-0.4,10.1,88.67,0,0
2023-02-13T00:00:00Z,2.7,-3.4,11.9,87.21,0,0
2023-02-14T00:00:00Z,0.3,-3.9,2.3,95.46,0,0
2023-02-15T00:00:00Z,1.4,0.7,2.3,96.33,0,0
2023-02-16T00:00:00Z,3.2,-1.1,9.5,92.88,0.1,0.1
2023-02-17T00:00:00Z,11.7,9,13.8,77.92,0,0
2023-02-18T00:00:00Z,11.9,10.3,13.3,72.75,0.2,0.2
2023-02-19T00:00:00Z,10.2,8.2,13.1,77.92,0.1,0.1
2023-02-20T00:00:00Z,8.7,0.9,15.1,74.04,0,0
2023-02-21T00:00:00Z,6.9,-0.5,16.4,78.83,0,0
2023-02-22T00:00:00Z,6.3,-1.1,15.1,80.67,1.7,1.7
2023-02-23T00:00:00Z,10.1,7.8,12.9,84.83,0,0
2023-02-24T00:00:00Z,8.2,4.7,12,73.33,0.5,0.5
2023-02-25T00:00:00Z,4.1,-0.1,8,67.13,0.1,0.1
2023-02-26T00:00:00Z,1,-2.5,4.1,62.21,0,0
2023-02-27T00:00:00Z,0.8,-3.8,5,57.96,0,0
2023-02-28T00:00:00Z,1,-2.9,5.7,61.96,0,0
2023-03-01T00:00:00Z,2.9,-2,9.4,60.79,0,0
2023-03-02T00:00:00Z,5.2,-0.5,11.9,57.75,0,0
2023-03-03T00:00:00Z,3.1,-0.7,9,70.46,0,0
2023-03-04T00:00:00Z,2,-4.9,5.6,78.79,0,0
2023-03-05T00:00:00Z,4.4,2.2,6.2,70.75,0,0
2023-03-06T00:00:00Z,4,2.1,6.6,70.79,0,0
2023-03-07T00:00:00Z,5.7,3,8.1,63.88,0,0
2023-03-08T00:00:00Z,6.3,2.4,10.8,81.17,13.4,13.4
2023-03-09T00:00:00Z,11.2,9.2,14.5,76.67,0,0
2023-03-10T00:00:00Z,9.2,2.2,12.1,73.42,1.2,1.2
2023-03-11T00:00:00Z,1.7,-3.7,6,65,0.2,0.2
2023-03-12T00:00:00Z,5.1,-4.2,13.5,80.29,0.5,0.5
2023-03-13T00:00:00Z,13.3,9.2,21,75.67,5.2,5.2
2023-03-14T00:00:00Z,9.3,2.7,13.2,72.67,0.5,0.5
2023-03-15T00:00:00Z,2.6,-1.8,8,81.13,0.1,0.1
2023-03-16T00:00:00Z,4.2,-3.8,12.5,75.96,0,0
2023-03-17T00:00:00Z,8.1,-0.9,15.9,72.5,0,0
2023-03-18T00:00:00Z,12.6,6.6,20.1,61.92,0,0
2023-03-19T00:00:00Z,10.4,5.3,17.1,78,0.1,0.1
2023-03-20T00:00:00Z,10.2,7.2,14.5,75.79,2.3,2.3
2023-03-21T00:00:00Z,9.7,5.5,13.8,81.08,1.8,1.8
2023-03-22T00:00:00Z,13.1,6.1,18.7,65.83,0,0
2023-03-23T00:00:00Z,13.8,11.5,16.3,70.33,0.2,0.2
2023-03-24T00:00:00Z,13.7,10.1,16.9,68.67,0.7,0.7
2023-03-25T00:00:00Z,10.3,7.3,14.6,68.63,1.4,1.4
2023-03-26T00:00:00Z,8.8,6.5,13.5,80.58,6,6
2023-03-27T00:00:00Z,4.7,0,8.7,67.04,0.2,0.2
2023-03-28T00:00:00Z,4.9,-2.4,10.9,66.46,0.3,0.3
2023-03-29T00:00:00Z,10.7,5,17.7,70.29,1.4,1.4
2023-03-30T00:00:00Z,13.2,9,18.4,74.83,3.1,3.1
2023-03-31T00:00:00Z,11.4,8,14.6,78.08,9.6,9.6
2023-04-01T00:00:00Z,11,9.6,12.6,74.42,0.1,0.1
2023-04-02T00:00:00Z,7.7,2.5,10.8,82.42,0.3,0.3
2023-04-03T00:00:00Z,4.5,-0.8,9.5,62.88,0,0
2023-04-04T00:00:00Z,3.9,-2.3,9.7,55.38,0,0
2023-04-05T00:00:00Z,3.6,-3.4,10.4,59.58,0,0
2023-04-06T00:00:00Z,6.6,-3.8,15,65.96,3.3,3.3
2023-04-07T00:00:00Z,8.4,5,11.6,85.38,0.4,0.4
2023-04-08T00:00:00Z,9.4,5.9,12.9,75.08,0,0
2023-04-09T00:00:00Z,9.3,2.6,16.7,67.04,0,0
2023-04-10T00:00:00Z,11.4,0.6,19.2,59.17,4.2,4.2
2023-04-11T00:00:00Z,11.1,8.3,15.4,67.83,3.6,3.6
2023-04-12T00:00:00Z,9.8,6.3,13.7,83.83,3.5,3.5
2023-04-13T00:00:00Z,8.3,1.9,13.4,73.79,0.3,0.3
2023-04-14T00:00:00Z,7.7,-0.7,15.5,70.54,0,0
2023-04-15T00:00:00Z,7.9,-0.3,13.9,77.33,1.4,1.4
2023-04-16T00:00:00Z,9.7,8.5,11.4,84.75,1.5,1.5
2023-04-17T00:00:00Z,10.3,8.2,13,79.88,0,0
2023-04-18T00:00:00Z,10.7,6,15.6,68.96,0,0
2023-04-19T00:00:00Z,10.9,2.9,15.5,61.38,0,0
2023-04-20T00:00:00Z,7.3,2.6,12.3,73.21,2.8,2.8
