"tensio_id";"parzelle_id";"bodensaugspannung_0020_hPa";"bodensaugspannung_2040_hPa";"bodensaugspannung_4060_hPa";"messgenauigkeit_id";"zeit_messung"
1;17;49.19235;NA;30.9499;10;1596103206
2;30;53.9547;58.7825;38.6605;10;1596103206
3;17;51.86995;21.34785;43.4825;10;1596106806
4;30;58.10705;62.008;54.7375;10;1596106806
5;17;51.39315;30.2495;45.945;10;1596110406
6;30;57.4511;62.05;58.0975;10;1596110406
7;17;51.82945;35.33435;48.024;10;1596114006
8;30;57.20835;62.8405;60.0085;10;1596114006
9;17;50.87495;36.77735;48.569;10;1596117606
10;30;56.5487;62.3145;60.4755;10;1596117606
11;17;56.81795;54.26065;52.968;10;1596121206
12;30;61.83455;66.168;63.2985;10;1596121206
13;17;55.05835;54.3409;51.8775;10;1596124806
14;30;61.71385;65.3375;64.7015;10;1596124806
15;17;56.7016;53.26685;52.483;10;1596128407
16;30;61.5718;64.4035;63.0885;10;1596128407
17;17;53.974;47.25475;51.7365;10;1596132007
18;30;56.3443;63.2675;61.21;10;1596132007
19;17;50.87865;48.3909;53.028;10;1596135607
20;30;52.58415;63.3275;62.1075;10;1596135607
21;17;50.0428;56.3215;55.207;10;1596139207
22;30;51.40115;66.047;64.965;10;1596139207
23;17;49.16405;60.225;55.873;10;1596142807
24;30;50.03885;66.7985;66.2895;10;1596142807
25;17;48.76815;60.9595;54.8635;10;1596146407
26;30;49.8012;67.206;68.047;10;1596146407
27;17;48.4337;59.294;54.9245;10;1596150006
28;30;49.2001;67.205;67.9855;10;1596150006
29;17;47.88455;59.008;55.0455;10;1596153606
30;30;49.1199;67.165;68.598;10;1596153606
31;17;48.1701;58.316;55.3085;10;1596157206
32;30;49.5639;67.3475;68.9445;10;1596157206
33;17;47.6186;57.953;55.0655;10;1596160806
34;30;49.22125;67.084;68.516;10;1596160806
35;17;48.00955;58.5025;55.289;10;1596164406
36;30;49.8868;67.1245;69.3315;10;1596164406
37;17;47.71535;59.072;55.349;10;1596168006
38;30;50.22975;67.348;69.6795;10;1596168006
39;17;48.17375;59.6405;55.7125;10;1596171606
40;30;50.73255;67.4085;70.5785;10;1596171606
41;17;47.68965;59.215;55.4695;10;1596175207
42;30;50.4524;67.1845;69.413;10;1596175207
43;17;44.8909;53.6665;54.9255;10;1596178807
44;30;48.7234;65.6835;66.6375;10;1596178807
45;17;43.33235;50.61815;53.5735;10;1596182407
46;30;47.1979;63.897;64.2885;10;1596182407
47;17;41.9158;44.4987;52.6055;10;1596186007
48;30;46.092;62.9635;63.248;10;1596186007
49;17;41.0922;42.38415;52.161;10;1596189607
50;30;44.88855;61.8275;62.372;10;1596189607
51;17;40.3216;39.61765;51.839;10;1596193207
52;30;44.10465;61.3395;60.824;10;1596193207
53;17;39.9049;38.2558;52.1615;10;1596196806
54;30;43.6406;60.5075;60.1905;10;1596196806
55;17;40.14625;37.8078;53.091;10;1596200406
56;30;43.3609;60.446;59.9455;10;1596200406
57;17;41.58485;47.6287;55.2895;10;1596204006
58;30;44.5456;61.1155;61.5;10;1596204006
59;17;39.78135;37.30185;53.2715;10;1596207606
60;30;42.69835;59.2885;59.254;10;1596207606
61;17;39.5313;38.60195;52.7875;10;1596211206
62;30;42.61775;58.05;58.8665;10;1596211206
63;17;41.43555;46.1844;55.0075;10;1596214806
64;30;44.34625;59.309;59.291;10;1596214806
65;17;43.66935;44.76365;56.481;10;1596218406
66;30;44.32755;58.9225;58.907;10;1596218406
67;17;43.8679;45.6804;57.3475;10;1596222006
68;30;45.9951;59.7955;60.804;10;1596222006
69;17;49.1442;57.1245;61.161;10;1596225606
70;30;50.57265;64.1175;66.478;10;1596225606
71;17;49.9848;58.0835;59.9105;10;1596229206
72;30;52.84085;65.9855;67.2725;10;1596229206
73;17;51.99565;58.29;58.356;10;1596232806
74;30;54.4844;65.6425;68.845;10;1596232806
75;17;52.3903;57.2535;57.892;10;1596236406
76;30;55.633;65.622;68.7815;10;1596236406
77;17;53.85095;57.418;57.691;10;1596240006
78;30;57.1977;66.1905;69.9645;10;1596240006
79;17;54.72585;56.2795;57.287;10;1596243606
80;30;58.2644;66.048;69.842;10;1596243606
81;17;56.178;57.295;58.155;10;1596247206
82;30;59.24825;66.3935;70.129;10;1596247206
83;17;57.05405;57.6405;58.0735;10;1596250806
84;30;60.29145;66.536;70.6595;10;1596250806
85;17;57.27695;58.3525;56.762;10;1596254406
86;30;61.31515;66.881;70.8625;10;1596254406
87;17;57.2195;57.028;57.287;10;1596258006
88;30;60.73195;66.068;70.1895;10;1596258006
89;17;57.3765;56.6015;56.883;10;1596261607
90;30;60.6912;65.4795;69.027;10;1596261607
91;17;54.3891;50.8445;54.079;10;1596265207
92;30;59.19055;63.552;65.784;10;1596265207
93;17;53.7703;48.38515;52.343;10;1596268807
94;30;58.38665;61.3395;63.643;10;1596268807
95;17;52.41885;44.235;51.6365;10;1596272407
96;30;57.30055;58.7415;61.032;10;1596272407
97;17;54.75695;47.58855;55.693;10;1596276007
98;30;58.98815;61.198;62.7225;10;1596276007
99;17;57.10095;55.2515;57.247;10;1596279607
100;30;60.7559;63.673;64.7835;10;1596279607
101;17;56.42335;52.0625;54.865;10;1596283206
102;30;60.27485;61.7865;62.8475;10;1596283206
103;17;58.18905;54.298;57.2065;10;1596286806
104;30;61.7609;64.0195;64.8645;10;1596286806
105;17;57.27745;51.0245;54.886;10;1596290406
106;30;60.7574;61.8065;62.7255;10;1596290406
107;17;53.8576;37.21735;52.0005;10;1596294006
108;30;58.6842;59.0865;59.3155;10;1596294006
109;17;54.01675;40.4518;51.981;10;1596297606
110;30;58.6247;59.31;58.725;10;1596297606
111;17;54.12725;44.5964;52.849;10;1596301206
112;30;58.8648;60.041;58.1125;10;1596301206
113;17;56.19925;46.2662;55.9155;10;1596304807
114;30;58.9644;60.019;59.625;10;1596304807
115;17;57.24215;53.523;60.0925;10;1596308407
116;30;61.2753;62.3135;62.6425;10;1596308407
117;17;60.711;60.115;59.6065;10;1596312007
118;30;63.89125;64.485;67.4225;10;1596312007
119;17;61.9155;59.3225;58.2555;10;1596315607
120;30;65.21345;65.298;68.685;10;1596315607
121;17;56.46375;57.736;58.2955;10;1596319207
122;30;58.31075;64.0185;65.088;10;1596319207
123;17;46.5943;55.2765;56.884;10;1596322807
124;30;46.82625;62.8625;63.9665;10;1596322807
125;17;40.6878;56.3525;57.6705;10;1596326406
126;30;39.0369;63.39;64.2935;10;1596326406
127;17;37.26745;56.1705;57.186;10;1596330006
128;30;36.12885;63.837;64.5795;10;1596330006
129;17;35.84235;56.922;57.408;10;1596333606
130;30;34.70445;64.2225;66.357;10;1596333606
131;17;35.1352;57.655;57.3675;10;1596337206
132;30;35.0288;64.7495;66.8485;10;1596337206
133;17;34.7675;58.001;57.4485;10;1596340806
134;30;35.39115;64.831;67.214;10;1596340806
135;17;35.0849;57.534;57.387;10;1596344406
136;30;36.0354;64.4665;67.3575;10;1596344406
137;17;35.02365;57.453;57.3675;10;1596348006
138;30;35.8772;63.8165;66.785;10;1596348006
139;17;35.98295;60.239;58.033;10;1596351606
140;30;37.6428;64.9325;69.2565;10;1596351606
141;17;25.16025;57.169;57.529;10;1596355206
142;30;25.0077;63.0455;65.395;10;1596355206
143;17;19.17175;55.666;56.6215;10;1596358806
144;30;19.6711;62.0105;65.436;10;1596358806
145;17;15.86835;48.6517;54.6835;10;1596362406
146;30;16.9866;59.3515;62.354;10;1596362406
147;17;14.8158;43.1443;53.049;10;1596366006
148;30;16.82735;57.971;61.091;10;1596366006
149;17;16.22495;44.3072;53.5335;10;1596369606
150;30;18.1123;56.428;60.3605;10;1596369606
151;17;16.24215;36.198;50.7695;10;1596373206
152;30;18.4709;54.2365;59.3405;10;1596373206
153;17;18.1073;33.78145;52.9085;10;1596376806
154;30;19.8376;53.2625;60.1155;10;1596376806
155;17;20.2985;31.1817;54.3615;10;1596380406
156;30;21.8232;52.247;60.4195;10;1596380406
157;17;21.47575;33.58475;54.1405;10;1596384006
158;30;23.35065;49.6082;60.054;10;1596384006
159;17;23.8005;33.951;55.4515;10;1596387606
160;30;25.8197;50.29795;60.91;10;1596387606
161;17;27.75485;36.65745;58.518;10;1596391207
162;30;29.0535;49.42705;62.6635;10;1596391207
163;17;28.3222;33.5885;56.5195;10;1596394807
164;30;30.4378;47.9449;62.784;10;1596394807
165;17;32.4309;38.7712;59.305;10;1596398407
166;30;34.3757;49.0005;65.2325;10;1596398407
167;17;34.8401;37.1872;57.7515;10;1596402007
168;30;36.68685;49.32595;66.557;10;1596402007
169;17;34.82885;35.8458;56.2975;10;1596405607
170;30;37.1463;48.43335;65.7795;10;1596405607
171;17;37.1057;37.08195;57.792;10;1596409207
172;30;39.2962;49.7927;67.289;10;1596409207
173;17;37.69765;36.91935;57.2265;10;1596412806
174;30;40.03955;48.73805;66.5765;10;1596412806
175;17;37.7821;36.39085;56.6415;10;1596416406
176;30;40.13715;48.43275;65.924;10;1596416406
177;17;38.94745;36.65595;56.1575;10;1596420006
178;30;41.20185;48.5347;65.903;10;1596420006
179;17;38.88745;36.71395;54.886;10;1596423606
180;30;41.5642;48.55555;65.3325;10;1596423606
181;17;40.37625;37.7691;55.047;10;1596427206
182;30;42.9476;49.79385;66.6775;10;1596427206
183;17;40.29905;37.5265;54.5835;10;1596430806
184;30;43.2483;48.9201;65.699;10;1596430806
185;17;40.38115;37.3839;54.16;10;1596434407
186;30;43.35;48.53475;64.8645;10;1596434407
187;17;40.20835;36.46925;53.2515;10;1596438006
188;30;43.3293;48.23015;63.8245;10;1596438006
189;17;39.8224;35.5556;51.6565;10;1596441606
190;30;43.5304;48.16985;62.502;10;1596441606
191;17;39.7391;34.6169;51.9385;10;1596445206
192;30;43.55155;47.92705;61.8895;10;1596445206
193;17;38.3385;31.77215;49.4375;10;1596448806
194;30;42.2459;46.78905;59.467;10;1596448806
195;17;38.2344;32.6427;50.9715;10;1596452406
196;30;41.9838;47.74165;59.9115;10;1596452406
197;17;39.02855;31.84975;50.708;10;1596456006
198;30;42.54955;47.4982;58.874;10;1596456006
199;17;39.2235;33.2132;50.769;10;1596459607
200;30;42.8681;47.4788;58.854;10;1596459607
201;17;39.55305;31.4034;49.578;10;1596463207
202;30;43.21015;47.07225;58.14;10;1596463207
203;17;39.585;26.31935;46.452;10;1596466807
204;30;43.49095;47.6199;56.7155;10;1596466807
205;17;40.68165;33.5572;50.0025;10;1596470407
206;30;44.3942;48.12805;58.405;10;1596470407
207;17;43.1335;44.04625;54.018;10;1596474007
208;30;46.6038;50.09725;61.1585;10;1596474007
209;17;43.64445;40.10255;51.475;10;1596477607
210;30;47.52605;50.178;60.914;10;1596477607
211;17;44.2181;40.24535;51.193;10;1596481206
212;30;48.1696;50.07625;60.405;10;1596481206
213;17;45.4484;41.82965;52.162;10;1596484806
214;30;49.29275;51.356;61.015;10;1596484806
215;17;45.94835;41.80825;51.8375;10;1596488406
216;30;49.7141;51.0715;60.812;10;1596488406
217;17;46.48015;42.39855;51.9;10;1596492006
218;30;50.4973;51.4585;60.914;10;1596492006
219;17;46.7547;42.23595;51.496;10;1596495606
220;30;50.9975;51.416;60.548;10;1596495606
221;17;47.2277;41.86845;51.072;10;1596499206
222;30;51.2995;51.2945;60.6285;10;1596499206
223;17;48.92115;45.4268;54.0585;10;1596502807
224;30;53.3498;53.203;61.729;10;1596502807
225;17;49.16495;45.4474;52.0805;10;1596506407
226;30;53.8324;52.736;61.4665;10;1596506407
227;17;49.22745;43.8814;51.193;10;1596510007
228;30;53.32695;52.412;60.59;10;1596510007
229;17;49.6417;44.61205;51.2135;10;1596513607
230;30;54.1498;52.4725;60.59;10;1596513607
231;17;51.04115;47.0724;52.908;10;1596517207
232;30;55.4962;53.913;61.855;10;1596517207
233;17;51.61445;46.30005;52.3025;10;1596520807
234;30;55.8167;53.9135;61.3245;10;1596520807
235;17;49.24215;42.3744;50.103;10;1596524406
236;30;53.9679;52.228;59.327;10;1596524406
237;17;48.9741;40.48425;49.3775;10;1596528006
238;30;54.0934;51.8015;58.4705;10;1596528006
239;17;48.017;35.64535;46.613;10;1596531606
240;30;53.28945;50.0955;56.108;10;1596531606
241;17;48.2192;38.02345;48.6905;10;1596535206
242;30;53.28945;50.3805;56.2915;10;1596535206
243;17;47.0379;32.4516;44.616;10;1596538806
244;30;52.9459;50.442;54.274;10;1596538806
245;17;48.21565;34.3973;49.3565;10;1596542406
246;30;53.06655;51.315;55.085;10;1596542406
247;17;49.4251;40.1944;51.617;10;1596546006
248;30;54.6733;52.614;56.6755;10;1596546006
249;17;48.95695;39.56795;48.3495;10;1596549606
250;30;53.44545;51.7005;55.375;10;1596549606
251;17;47.88345;34.4821;46.2305;10;1596553206
252;30;52.14;50.7265;53.8245;10;1596553206
253;17;49.6015;38.07955;51.5365;10;1596556806
254;30;54.08965;52.9585;55.5125;10;1596556806
255;17;49.4938;38.4302;48.047;10;1596560406
256;30;53.68335;52.816;55.5335;10;1596560406
257;17;49.9201;41.0333;49.195;10;1596564006
258;30;53.62475;51.3345;54.3365;10;1596564006
259;17;52.23605;47.00845;53.3925;10;1596567607
260;30;56.6023;53.5065;56.5595;10;1596567607
261;17;53.3878;48.0019;53.473;10;1596571207
262;30;58.95655;54.9875;58.4115;10;1596571207
263;17;55.61545;49.50325;53.613;10;1596574807
264;30;60.84635;56.024;59.616;10;1596574807
265;17;56.48675;49.50275;52.726;10;1596578407
266;30;61.80845;55.903;59.697;10;1596578407
267;17;57.46215;51.454;53.1505;10;1596582007
268;30;63.1775;56.7535;60.1865;10;1596582007
269;17;58.3334;51.555;52.8275;10;1596585607
270;30;62.9908;57.688;60.247;10;1596585607
271;17;59.1666;52.4125;54.401;10;1596589206
272;30;64.57905;58.988;60.9405;10;1596589206
273;17;60.03785;53.3475;54.765;10;1596592806
274;30;65.1616;59.1905;61.573;10;1596592806
275;17;60.8944;54.0585;54.119;10;1596596406
276;30;66.10455;59.454;61.5115;10;1596596406
277;17;61.27065;54.0145;53.836;10;1596600006
278;30;66.3047;59.5355;61.5525;10;1596600006
279;17;61.702;54.4445;53.675;10;1596603606
280;30;66.82695;59.495;61.7775;10;1596603606
281;17;61.35165;52.795;52.1205;10;1596607206
282;30;65.87795;58.7235;61.0655;10;1596607206
283;17;58.2321;47.5305;50.9105;10;1596610806
284;30;63.87335;56.7535;58.8845;10;1596610806
285;17;56.81555;42.6316;47.9445;10;1596614406
286;30;62.6435;54.9275;56.479;10;1596614406
287;17;54.57935;37.40525;45.7045;10;1596618006
288;30;61.0171;54.1545;54.847;10;1596618006
289;17;53.20805;33.4622;44.313;10;1596621606
290;30;59.0252;52.776;53.1735;10;1596621606
291;17;53.46555;33.35865;46.775;10;1596625206
292;30;59.5827;54.865;53.9855;10;1596625206
293;17;53.4875;34.06785;47.864;10;1596628806
294;30;59.48965;54.1345;53.1495;10;1596628806
295;17;52.97665;34.15085;47.42;10;1596632407
296;30;57.7367;53.831;52.7025;10;1596632407
297;17;51.32965;32.48375;46.1495;10;1596636007
298;30;56.91625;52.613;50.5825;10;1596636007
299;17;51.1347;33.9066;46.936;10;1596639607
300;30;56.79535;53.181;50.9905;10;1596639607
301;17;51.02795;36.47205;47.057;10;1596643207
302;30;56.57485;52.8955;50.725;10;1596643207
303;17;52.6284;44.75;48.6715;10;1596646807
304;30;58.56395;54.1355;51.9065;10;1596646807
305;17;55.3992;41.21165;49.7205;10;1596650407
306;30;58.68225;54.398;52.0525;10;1596650407
307;17;55.3315;44.70915;51.5975;10;1596654006
308;30;60.674;55.048;54.0675;10;1596654006
309;17;62.0379;56.7635;56.8835;10;1596657606
310;30;66.1662;58.886;60.5785;10;1596657606
311;17;62.14575;53.3055;53.8355;10;1596661206
312;30;65.1265;58.906;59.111;10;1596661206
313;17;63.1567;52.9775;53.937;10;1596664806
314;30;67.62475;59.616;60.3105;10;1596664806
315;17;65.14075;54.6855;54.4415;10;1596668406
316;30;69.5586;60.266;61.3305;10;1596668406
317;17;66.3146;54.9515;53.937;10;1596672006
318;30;70.40125;60.794;61.5135;10;1596672006
319;17;66.64425;54.9895;53.6945;10;1596675607
320;30;71.2063;61.037;61.495;10;1596675607
321;17;67.094;55.561;53.7745;10;1596679207
322;30;71.40705;61.139;62.2885;10;1596679207
323;17;67.61225;55.8445;53.5735;10;1596682807
324;30;71.60575;61.403;61.656;10;1596682807
325;17;67.83155;56.5955;54.058;10;1596686407
326;30;72.3925;61.9105;62.432;10;1596686407
327;17;67.8388;56.7985;53.716;10;1596690007
328;30;72.912;62.357;62.5945;10;1596690007
329;17;67.07545;55.744;52.6455;10;1596693607
330;30;72.0255;62.1335;61.292;10;1596693607
331;17;62.0589;52.122;50.386;10;1596697206
332;30;68.7666;60.2655;58.4585;10;1596697206
333;17;61.57015;46.611;48.166;10;1596700806
334;30;68.02195;58.864;55.7655;10;1596700806
335;17;57.97345;42.34245;45.907;10;1596704406
336;30;65.11105;57.2605;53.258;10;1596704406
337;17;57.4308;40.26655;46.876;10;1596708006
338;30;64.44635;57.8075;53.539;10;1596708006
339;17;55.49465;39.2323;45.28;10;1596711606
340;30;62.8812;56.692;51.993;10;1596711606
341;17;56.19185;38.7617;46.613;10;1596715206
342;30;62.2594;57.6045;51.6255;10;1596715206
343;17;55.06325;37.0919;47.1985;10;1596718806
344;30;60.6716;56.5895;50.849;10;1596718806
345;17;55.1798;36.379;47.704;10;1596722406
346;30;60.6476;58.0105;51.1775;10;1596722406
347;17;54.31835;37.4383;47.8035;10;1596726006
348;30;58.94215;55.838;50.177;10;1596726006
349;17;52.9899;38.55815;47.521;10;1596729606
350;30;58.4426;55.5955;50.378;10;1596729606
351;17;54.54735;46.8779;49.176;10;1596733206
352;30;59.7073;56.4275;51.3555;10;1596733206
353;17;57.39285;46.75895;55.8755;10;1596736806
354;30;60.57595;58.133;52.926;10;1596736806
355;17;57.3216;47.1448;54.1795;10;1596740406
356;30;61.39775;58.538;54.615;10;1596740406
357;17;61.47215;58.3675;59.102;10;1596744006
358;30;64.53345;62.84;57.3275;10;1596744006
359;17;63.766;56.3525;57.892;10;1596747606
360;30;66.84195;62.681;58.1455;10;1596747606
361;17;64.8885;55.804;56.2175;10;1596751206
362;30;68.6127;63.3085;58.9225;10;1596751206
363;17;64.88465;54.2775;54.3415;10;1596754806
364;30;68.8309;62.316;58.5355;10;1596754806
365;17;66.077;55.66;55.1075;10;1596758406
366;30;70.73885;63.553;59.5125;10;1596758406
367;17;66.80855;55.5175;54.563;10;1596762007
368;30;71.05855;63.31;59.474;10;1596762007
369;17;68.5708;57.8555;55.9135;10;1596765607
370;30;72.786;65.0755;60.5725;10;1596765607
371;17;68.0757;56.1705;54.3605;10;1596769207
372;30;72.5255;64.4875;59.6775;10;1596769207
373;17;69.15295;57.206;55.369;10;1596772807
374;30;73.911;65.218;60.4515;10;1596772807
375;17;69.9886;58.3015;55.955;10;1596776407
376;30;74.8555;65.806;61.0605;10;1596776407
377;17;68.9211;56.3905;53.797;10;1596780007
378;30;73.57;64.346;60.0035;10;1596780007
379;17;64.63115;53.647;52.3625;10;1596783606
380;30;69.8053;61.665;57.9675;10;1596783606
381;17;61.96715;44.5782;47.824;10;1596787206
382;30;69.26765;60.4065;55.4985;10;1596787206
383;17;61.58855;39.61215;46.3915;10;1596790806
384;30;68.5452;58.884;54.5785;10;1596790806
385;17;59.2199;36.4445;45.0995;10;1596794406
386;30;66.7557;57.1185;51.647;10;1596794406
387;17;59.57185;35.9511;46.7545;10;1596798006
388;30;66.3099;58.8435;52.8445;10;1596798006
389;17;59.21765;37.08935;48.4095;10;1596801606
390;30;65.44495;58.519;52.334;10;1596801606
391;17;56.88945;34.1852;45.604;10;1596805206
392;30;63.35825;56.895;50.5805;10;1596805206
393;17;56.64075;33.4325;46.068;10;1596808806
394;30;63.2964;57.565;50.5595;10;1596808806
395;17;57.10895;38.1112;49.398;10;1596812406
396;30;62.5319;57.098;50.6395;10;1596812406
397;17;56.8809;37.17905;47.7025;10;1596816006
398;30;62.34935;56.347;50.0085;10;1596816006
399;17;59.6565;50.1313;52.8885;10;1596819606
400;30;65.44545;59.5535;52.6965;10;1596819606
401;17;61.4885;44.94805;54.0995;10;1596823206
402;30;64.8234;58.0715;51.174;10;1596823206
403;17;62.5041;49.7862;55.632;10;1596826806
404;30;67.25505;59.9175;53.2925;10;1596826806
405;17;68.0022;65.6965;59.969;10;1596830406
406;30;72.1095;63.471;59.2975;10;1596830406
407;17;69.11205;59.389;55.995;10;1596834006
408;30;74.537;64.668;60.193;10;1596834006
409;17;69.1628;56.521;53.695;10;1596837606
410;30;74.3705;63.715;59.088;10;1596837606
411;17;67.6689;55.889;53.312;10;1596841206
412;30;73.584;63.3085;58.824;10;1596841206
413;17;66.9091;57.492;53.9565;10;1596844806
414;30;72.562;64.3445;59.783;10;1596844806
415;17;64.2021;57.494;53.816;10;1596848406
416;30;70.4542;64.507;59.332;10;1596848406
417;17;62.8908;59.0365;54.987;10;1596852006
418;30;68.3265;65.887;60.374;10;1596852006
419;17;60.89095;58.123;53.472;10;1596855606
420;30;65.6337;65.5415;59.579;10;1596855606
421;17;59.4413;59.788;54.905;10;1596859206
422;30;63.95065;66.841;60.374;10;1596859206
423;17;58.24395;60.3555;55.2285;10;1596862806
424;30;62.5834;67.105;61.069;10;1596862806
425;17;56.4599;57.613;53.13;10;1596866406
426;30;60.53565;65.217;59.72;10;1596866406
427;17;51.09405;53.1165;51.2335;10;1596870007
428;30;56.23015;63.45;58.7405;10;1596870007
429;17;48.45945;45.04105;48.006;10;1596873607
430;30;53.1378;61.299;54.966;10;1596873607
431;17;47.52945;45.2177;50.346;10;1596877207
432;30;51.42845;60.609;54.251;10;1596877207
433;17;46.227;42.45365;49.842;10;1596880807
434;30;51.1674;61.096;53.8225;10;1596880807
435;17;43.3952;38.2268;47.7835;10;1596884407
436;30;48.09485;59.1885;51.8865;10;1596884407
437;17;41.95405;38.90125;48.57;10;1596888007
438;30;46.4685;58.1935;51.232;10;1596888007
439;17;42.4455;39.0447;48.3275;10;1596891606
440;30;46.226;58.5995;51.293;10;1596891606
441;17;41.4994;35.75295;47.2175;10;1596895206
442;30;44.1761;57.503;49.9875;10;1596895206
443;17;43.4651;40.64815;52.102;10;1596898806
444;30;46.6696;59.248;52.0865;10;1596898806
445;17;43.48595;41.44325;51.78;10;1596902406
446;30;47.02885;58.4355;51.678;10;1596902406
447;17;46.4857;53.1985;55.491;10;1596906006
448;30;48.5186;60.466;53.428;10;1596906006
449;17;47.0396;47.57205;55.956;10;1596909606
450;30;47.71055;58.964;52.3735;10;1596909606
451;17;47.70865;50.276;57.2665;10;1596913207
452;30;50.1064;60.101;54.431;10;1596913207
453;17;49.5551;58.274;60.2535;10;1596916807
454;30;52.6598;61.807;56.3915;10;1596916807
455;17;52.44805;59.5315;59.204;10;1596920407
456;30;55.07265;63.45;57.656;10;1596920407
457;17;54.02275;58.2615;56.9845;10;1596924007
458;30;56.47985;64.181;58.3105;10;1596924007
459;17;54.84855;57.8365;56.7425;10;1596927607
460;30;58.3276;64.1405;59.208;10;1596927607
461;17;56.0715;57.915;56.783;10;1596931207
462;30;59.57265;64.7705;59.4715;10;1596931207
463;17;56.5997;57.081;56.055;10;1596934806
464;30;59.8914;64.3235;59.2675;10;1596934806
465;17;57.36935;57.4255;55.572;10;1596938406
466;30;60.3744;64.466;59.1655;10;1596938406
467;17;59.13125;59.663;57.3465;10;1596942006
468;30;62.28335;65.602;60.207;10;1596942006
469;17;59.9266;59.173;56.983;10;1596945606
470;30;63.0864;65.339;60.185;10;1596945606
471;17;60.3236;58.28;56.298;10;1596949206
472;30;62.6472;64.831;59.819;10;1596949206
473;17;60.20475;57.119;55.9545;10;1596952806
474;30;62.7864;64.447;59.637;10;1596952806
475;17;56.5068;52.748;54.0985;10;1596956406
476;30;60.8526;63.2065;57.757;10;1596956406
477;17;53.9276;42.8336;48.1055;10;1596960006
478;30;59.9267;59.859;55.678;10;1596960006
479;17;54.5109;38.8562;47.8635;10;1596963606
480;30;59.24235;59.2305;55.0665;10;1596963606
481;17;54.2401;39.446;48.712;10;1596967206
482;30;59.33885;59.37;54.494;10;1596967206
483;17;51.7833;33.87305;47.32;10;1596970806
484;30;57.51425;57.9695;52.191;10;1596970806
485;17;52.7256;33.7707;48.208;10;1596974406
486;30;57.04865;58.275;50.723;10;1596974406
487;17;52.93165;35.59905;49.963;10;1596978006
488;30;56.3842;58.193;50.884;10;1596978006
489;17;61.77405;60.3405;65.9655;10;1596981606
490;30;63.0925;64.889;58.196;10;1596981606
491;17;52.9525;39.28585;51.537;10;1596985206
492;30;56.76765;58.071;51.228;10;1596985206
493;17;60.8797;58.067;63.242;10;1596988806
494;30;62.9718;63.367;56.995;10;1596988806
495;17;60.28295;60.762;62.594;10;1596992406
496;30;63.05635;61.683;55.428;10;1596992406
497;17;61.76555;55.769;59.7095;10;1596996006
498;30;62.9585;60.7705;55.1025;10;1596996006
499;17;63.6858;57.9065;61.2825;10;1596999607
500;30;66.0535;62.659;57.6925;10;1596999607
501;17;64.63305;54.57;58.699;10;1597003207
502;30;67.50055;62.0505;57.6315;10;1597003207
503;17;66.6307;54.1385;58.156;10;1597006807
504;30;69.5873;62.9035;58.61;10;1597006807
